Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
11,Abel,es ESP,DF,Osasuna,es La Liga,24.0,2000,23,12,1321,14.7,2,0,2,2,0,0,2,0,0.4,0.4,0.6,1.0,33,48,48,0.14,0.07,11,es ESP,DF,es La Liga,24-180,2000,14.7,2,9,3,33.3,0.61,0.20,0.22,0.67,25.1,0,0,0,0.4,0.4,0.04,+1.6,+1.6,11,es ESP,DF,es La Liga,24-180,2000,14.7,466,665,70.1,7933,3356,0,0.6,0.9,-0.6,6,39,8,6,48,11,es ESP,DF,es La Liga,24-180,2000,14.7,665,507,156,9,1,1,57,147,0,0,0,0,466,2,30,11,es ESP,DF,es La Liga,24-180,2000,14.7,16,1.09,13,0,1,0,1,1,2,0.14,11,es ESP,DF,es La Liga,24-180,2000,14.7,33,23,14,12,7,35,57.1,15,20,2,18,11,44,40,1,11,es ESP,DF,es La Liga,24-180,2000,14.7,816,40,249,373,203,10,816,22,12,54.5,8,36.4,342,1930,999,33,28,4,15,10,384,48,14,es ESP,DF,es La Liga,24-180,2000,23,1321,57,61.2,14.7,12,87,9,11,25,1,1.39,15,24,-9,-0.61,-1.15,13.1,21.9,-8.8,-0.60,11,es ESP,DF,es La Liga,24-180,2000,14.7,2,0,0,14,16,1,57,11,23,0,0,0,73,16,8,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Nabil Aberdin,fr FRA,MF,Getafe,es La Liga,22.0,2002,7,4,263,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,6,2,0.00,0.02,12,fr FRA,MF,es La Liga,22-178,2002,2.9,0,2,0,0.0,0.68,0.00,0.00,,31.2,0,0,0,0.0,0.0,0.02,0.0,0.0,12,fr FRA,MF,es La Liga,22-178,2002,2.9,36,61,59.0,680,267,0,0.0,0.1,0.0,1,7,2,0,6,12,fr FRA,MF,es La Liga,22-178,2002,2.9,61,58,2,2,0,1,0,0,0,0,0,0,36,1,3,12,fr FRA,MF,es La Liga,22-178,2002,2.9,3,1.03,3,0,0,0,0,0,0,0.00,12,fr FRA,MF,es La Liga,22-178,2002,2.9,6,4,3,3,0,1,100.0,0,3,0,3,0,6,5,0,12,fr FRA,MF,es La Liga,22-178,2002,2.9,87,6,21,56,10,2,87,3,2,66.7,1,33.3,34,148,74,2,0,0,1,1,36,2,15,fr FRA,MF,es La Liga,22-178,2002,7,263,38,12.2,2.9,4,63,1,3,4,7,1.14,1,2,-1,-0.34,-0.48,1.8,1.6,+0.2,+0.07,12,fr FRA,MF,es La Liga,22-178,2002,2.9,1,0,0,7,6,0,0,0,4,0,0,0,8,10,3,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Oliver Abildgaard,dk DEN,MF,Como,it Serie A,28.0,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,13,dk DEN,MF,it Serie A,28-252,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,13,dk DEN,MF,it Serie A,28-252,1996,0.1,1,1,100.0,21,7,0,0.0,0.0,0.0,0,0,0,0,0,13,dk DEN,MF,it Serie A,28-252,1996,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13,dk DEN,MF,it Serie A,28-252,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,13,dk DEN,MF,it Serie A,28-252,1996,0.1,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,13,dk DEN,MF,it Serie A,28-252,1996,0.1,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,16,dk DEN,MF,it Serie A,28-252,1996,1,7,7,0.3,0.1,0,,0,1,7,0,0.00,0,0,0,0.00,+0.48,0.0,0.0,0.0,-0.61,13,dk DEN,MF,it Serie A,28-252,1996,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Matthis Abline,fr FRA,FW,Nantes,fr Ligue 1,21.0,2003,22,21,1741,19.3,7,1,8,6,1,1,2,0,6.9,6.1,2.4,8.6,45,33,116,0.36,0.48,14,fr FRA,FW,fr Ligue 1,21-326,2003,19.3,7,55,21,38.2,2.84,1.09,0.11,0.29,14.2,0,1,1,6.9,6.1,0.11,+0.1,-0.1,14,fr FRA,FW,fr Ligue 1,21-326,2003,19.3,247,347,71.2,3598,626,1,2.4,2.4,-1.4,17,14,12,2,33,14,fr FRA,FW,fr Ligue 1,21-326,2003,19.3,347,325,21,1,1,3,20,1,0,0,0,0,247,1,20,14,fr FRA,FW,fr Ligue 1,21-326,2003,19.3,42,2.17,29,0,6,5,2,0,5,0.26,14,fr FRA,FW,fr Ligue 1,21-326,2003,19.3,7,3,2,2,3,7,14.3,6,9,0,9,2,9,26,1,14,fr FRA,FW,fr Ligue 1,21-326,2003,19.3,576,24,55,236,299,102,575,61,25,41.0,34,55.7,388,2404,1136,45,29,27,61,40,452,116,17,fr FRA,FW,fr Ligue 1,21-326,2003,22,1741,79,87.9,19.3,21,82,6,1,23,0,0.95,20,31,-11,-0.57,+0.56,21.2,29.6,-8.4,-0.43,14,fr FRA,FW,fr Ligue 1,21-326,2003,19.3,2,0,0,19,35,3,20,2,3,0,0,0,54,31,43,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Abner,br BRA,DF,Lyon,fr Ligue 1,24.0,2000,14,9,820,9.1,1,1,2,1,0,0,1,0,0.2,0.2,0.9,1.1,22,51,48,0.22,0.12,15,br BRA,DF,fr Ligue 1,24-266,2000,9.1,1,6,3,50.0,0.66,0.33,0.17,0.33,19.9,0,0,0,0.2,0.2,0.03,+0.8,+0.8,15,br BRA,DF,fr Ligue 1,24-266,2000,9.1,420,502,83.7,6126,2606,1,0.9,1.9,+0.1,10,32,10,2,51,15,br BRA,DF,fr Ligue 1,24-266,2000,9.1,502,425,75,8,1,1,26,61,6,6,0,0,420,2,14,15,br BRA,DF,fr Ligue 1,24-266,2000,9.1,18,1.98,15,3,0,0,0,0,1,0.11,15,br BRA,DF,fr Ligue 1,24-266,2000,9.1,20,14,9,8,3,23,65.2,8,12,1,11,5,25,32,0,15,br BRA,DF,fr Ligue 1,24-266,2000,9.1,593,30,135,278,182,19,593,9,4,44.4,5,55.6,302,1414,919,22,13,4,12,7,379,48,18,br BRA,DF,fr Ligue 1,24-266,2000,14,820,59,41.4,9.1,9,81,4,5,19,8,1.86,13,9,+4,+0.44,-0.03,15.5,12.2,+3.3,+0.36,15,br BRA,DF,fr Ligue 1,24-266,2000,9.1,1,0,0,11,4,0,26,5,14,0,0,0,37,5,6,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,fr Ligue 1,24.0,2000,22,21,1758,19.5,6,2,8,5,1,2,4,0,9.7,8.2,1.5,9.7,29,21,149,0.36,0.58,16,ma MAR,"MF,FW",fr Ligue 1,24-365,2000,19.5,6,56,23,41.1,2.87,1.18,0.09,0.22,14.1,0,1,2,9.7,8.2,0.15,-3.7,-3.2,16,ma MAR,"MF,FW",fr Ligue 1,24-365,2000,19.5,202,320,63.1,2523,701,2,1.5,1.8,+0.5,11,15,9,3,21,16,ma MAR,"MF,FW",fr Ligue 1,24-365,2000,19.5,320,304,13,1,0,0,30,7,3,2,0,0,202,3,12,16,ma MAR,"MF,FW",fr Ligue 1,24-365,2000,19.5,31,1.59,18,0,4,5,3,1,6,0.31,16,ma MAR,"MF,FW",fr Ligue 1,24-365,2000,19.5,17,10,6,7,4,21,19.0,17,15,1,14,6,23,7,0,16,ma MAR,"MF,FW",fr Ligue 1,24-365,2000,19.5,553,5,51,180,327,103,551,38,10,26.3,28,73.7,338,1724,773,29,19,16,60,23,409,149,19,ma MAR,"MF,FW",fr Ligue 1,24-365,2000,22,1758,80,88.8,19.5,21,82,9,1,27,0,1.23,19,21,-2,-0.10,-0.10,26.0,21.7,+4.3,+0.22,16,ma MAR,"MF,FW",fr Ligue 1,24-365,2000,19.5,4,0,0,32,20,9,30,6,10,1,0,0,52,20,35,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Abdel Abqar,ma MAR,DF,Alavés,es La Liga,25.0,1999,22,22,1848,20.5,0,1,1,0,0,0,12,0,0.5,0.5,0.2,0.7,13,70,4,0.05,0.04,17,ma MAR,DF,es La Liga,25-344,1999,20.5,0,6,1,16.7,0.29,0.05,0.00,0.00,7.0,0,0,0,0.5,0.5,0.09,-0.5,-0.5,17,ma MAR,DF,es La Liga,25-344,1999,20.5,565,753,75.0,12608,4687,1,0.2,0.3,+0.8,7,54,9,2,70,17,ma MAR,DF,es La Liga,25-344,1999,20.5,753,712,38,32,1,16,5,5,0,0,0,0,565,3,4,17,ma MAR,DF,es La Liga,25-344,1999,20.5,21,1.02,16,0,0,2,1,2,3,0.15,17,ma MAR,DF,es La Liga,25-344,1999,20.5,27,17,16,10,1,24,58.3,10,19,12,7,34,61,106,1,17,ma MAR,DF,es La Liga,25-344,1999,20.5,977,128,517,420,47,16,977,2,1,50.0,1,50.0,489,2992,1704,13,7,0,14,2,514,4,20,ma MAR,DF,es La Liga,25-344,1999,22,1848,84,85.6,20.5,22,84,18,0,,0,1.00,25,34,-9,-0.44,-0.15,23.2,24.8,-1.6,-0.08,17,ma MAR,DF,es La Liga,25-344,1999,20.5,12,0,0,40,20,2,5,34,17,1,2,0,60,31,27,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Tammy Abraham,eng ENG,FW,Roma,it Serie A,27.0,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,18,eng ENG,FW,it Serie A,27-138,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,18,eng ENG,FW,it Serie A,27-138,1997,0.0,1,3,33.3,44,32,0,0.0,0.0,0.0,0,1,0,0,1,18,eng ENG,FW,it Serie A,27-138,1997,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,18,eng ENG,FW,it Serie A,27-138,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,18,eng ENG,FW,it Serie A,27-138,1997,0.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,18,eng ENG,FW,it Serie A,27-138,1997,0.0,4,0,0,2,2,1,4,0,0,,0,,3,2,1,0,0,0,1,0,4,2,21,eng ENG,FW,it Serie A,27-138,1997,1,1,1,0.0,0.0,0,,0,1,1,1,1.00,0,0,0,0.00,-0.24,0.0,0.1,0.0,-3.09,18,eng ENG,FW,it Serie A,27-138,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Tammy Abraham,eng ENG,FW,Milan,it Serie A,27.0,1997,19,9,882,9.8,2,2,4,1,1,2,0,0,6.1,4.4,1.2,5.6,5,15,46,0.31,0.74,19,eng ENG,FW,it Serie A,27-138,1997,9.8,2,19,9,47.4,1.94,0.92,0.05,0.11,12.9,0,1,2,6.1,4.4,0.23,-4.1,-3.4,19,eng ENG,FW,it Serie A,27-138,1997,9.8,104,151,68.9,1381,330,2,1.2,0.9,+0.8,8,9,4,0,15,19,eng ENG,FW,it Serie A,27-138,1997,9.8,151,136,14,0,2,0,2,0,0,0,0,0,104,1,4,19,eng ENG,FW,it Serie A,27-138,1997,9.8,20,2.04,15,0,0,4,1,0,4,0.41,19,eng ENG,FW,it Serie A,27-138,1997,9.8,13,9,0,9,4,7,71.4,2,8,0,8,2,15,8,0,19,eng ENG,FW,it Serie A,27-138,1997,9.8,256,13,31,121,104,50,254,11,3,27.3,8,72.7,102,348,126,5,4,3,19,6,160,46,22,eng ENG,FW,it Serie A,27-138,1997,19,882,46,40.8,9.8,9,74,2,10,22,2,1.89,18,9,+9,+0.92,+0.71,16.7,9.5,+7.1,+0.73,19,eng ENG,FW,it Serie A,27-138,1997,9.8,0,0,0,16,6,3,2,2,9,1,0,0,10,22,26,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Federico Accornero,it ITA,MF,Genoa,it Serie A,21.0,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,20,it ITA,MF,it Serie A,21-012,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,20,it ITA,MF,it Serie A,21-012,2004,0.1,4,6,66.7,55,19,0,0.0,0.0,0.0,0,0,0,0,0,20,it ITA,MF,it Serie A,21-012,2004,0.1,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1,20,it ITA,MF,it Serie A,21-012,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,20,it ITA,MF,it Serie A,21-012,2004,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,it ITA,MF,it Serie A,21-012,2004,0.1,8,1,2,3,3,0,8,0,0,,0,,5,25,18,0,1,0,2,0,5,0,25,it ITA,MF,it Serie A,21-012,2004,1,5,5,0.2,0.1,0,,0,1,5,11,0.00,0,0,0,0.00,+0.46,0.0,0.0,0.0,+0.71,20,it ITA,MF,it Serie A,21-012,2004,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Francesco Acerbi,it ITA,DF,Inter,it Serie A,37.0,1988,11,11,850,9.4,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,8,36,6,0.11,0.06,21,it ITA,DF,it Serie A,37-007,1988,9.4,0,4,1,25.0,0.42,0.11,0.00,0.00,11.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,21,it ITA,DF,it Serie A,37-007,1988,9.4,663,703,94.3,12502,3651,1,0.2,0.4,+0.8,3,30,3,2,36,21,it ITA,DF,it Serie A,37-007,1988,9.4,703,677,25,17,0,1,3,5,0,0,0,0,663,1,1,21,it ITA,DF,it Serie A,37-007,1988,9.4,7,0.74,7,0,0,0,0,0,1,0.11,21,it ITA,DF,it Serie A,37-007,1988,9.4,9,6,7,2,0,5,80.0,1,8,6,2,16,25,40,0,21,it ITA,DF,it Serie A,37-007,1988,9.4,790,66,306,444,42,10,790,1,1,100.0,0,0.0,510,2318,1162,8,8,0,3,1,610,6,26,it ITA,DF,it Serie A,37-007,1988,11,850,77,37.8,9.4,11,77,9,0,,6,2.09,18,11,+7,+0.74,-1.06,16.9,10.9,+6.0,+0.64,21,it ITA,DF,it Serie A,37-007,1988,9.4,0,0,0,5,12,0,3,16,6,0,0,0,27,28,12,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,18.0,2006,2,2,160,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,7,0,0.00,0.12,22,eng ENG,DF,eng Premier League,18-288,2006,1.8,0,2,0,0.0,1.13,0.00,0.00,,8.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2,22,eng ENG,DF,eng Premier League,18-288,2006,1.8,92,111,82.9,1811,598,0,0.0,0.0,0.0,0,5,0,0,7,22,eng ENG,DF,eng Premier League,18-288,2006,1.8,111,109,2,2,0,0,0,0,0,0,0,0,92,0,2,22,eng ENG,DF,eng Premier League,18-288,2006,1.8,1,0.56,1,0,0,0,0,0,0,0.00,22,eng ENG,DF,eng Premier League,18-288,2006,1.8,2,1,2,0,0,2,100.0,0,1,0,1,1,3,2,0,22,eng ENG,DF,eng Premier League,18-288,2006,1.8,124,7,43,75,6,3,124,2,1,50.0,0,0.0,96,650,377,0,2,0,2,0,100,0,28,eng ENG,DF,eng Premier League,18-288,2006,2,160,80,7.1,1.8,2,80,1,0,,8,1.00,2,3,-1,-0.56,-1.17,3.4,2.1,+1.3,+0.73,22,eng ENG,DF,eng Premier League,18-288,2006,1.8,0,0,0,0,1,0,0,1,1,0,0,0,7,1,6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Akor Adams,ng NGA,FW,Sevilla,es La Liga,25.0,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,23,ng NGA,FW,es La Liga,25-019,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,23,ng NGA,FW,es La Liga,25-019,2000,0.1,2,3,66.7,15,12,0,0.0,0.0,0.0,0,0,0,0,1,23,ng NGA,FW,es La Liga,25-019,2000,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,23,ng NGA,FW,es La Liga,25-019,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,23,ng NGA,FW,es La Liga,25-019,2000,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,23,ng NGA,FW,es La Liga,25-019,2000,0.1,4,1,1,3,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,3,1,29,ng NGA,FW,es La Liga,25-019,2000,1,10,10,0.5,0.1,0,,0,1,10,0,1.00,0,0,0,0.00,+0.38,0.0,0.3,-0.2,-2.18,23,ng NGA,FW,es La Liga,25-019,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,25.0,2000,15,13,1075,11.9,3,1,4,3,0,0,2,0,4.3,4.3,1.0,5.3,11,6,45,0.33,0.44,24,ng NGA,FW,fr Ligue 1,25-019,2000,11.9,3,26,12,46.2,2.18,1.00,0.12,0.25,13.3,0,0,0,4.3,4.3,0.16,-1.3,-1.3,24,ng NGA,FW,fr Ligue 1,25-019,2000,11.9,112,179,62.6,1540,198,1,1.0,0.1,0.0,12,8,0,0,6,24,ng NGA,FW,fr Ligue 1,25-019,2000,11.9,179,160,17,0,1,2,5,0,0,0,0,0,112,2,7,24,ng NGA,FW,fr Ligue 1,25-019,2000,11.9,25,2.09,18,0,4,1,2,0,5,0.42,24,ng NGA,FW,fr Ligue 1,25-019,2000,11.9,4,3,1,2,1,4,75.0,1,2,1,1,1,5,5,1,24,ng NGA,FW,fr Ligue 1,25-019,2000,11.9,251,5,19,118,117,49,251,14,7,50.0,6,42.9,126,661,279,11,5,7,16,14,174,45,30,ng NGA,FW,fr Ligue 1,25-019,2000,15,1075,72,54.3,11.9,13,79,7,2,22,1,0.53,12,29,-17,-1.42,-0.33,12.8,23.6,-10.8,-0.90,24,ng NGA,FW,fr Ligue 1,25-019,2000,11.9,2,0,0,17,8,16,5,1,3,2,0,0,24,28,27,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Che Adams,sct SCO,FW,Torino,it Serie A,28.0,1996,24,19,1666,18.5,7,3,10,7,0,0,1,0,4.8,4.8,1.8,6.6,17,24,98,0.54,0.36,25,sct SCO,FW,it Serie A,28-219,1996,18.5,7,39,18,46.2,2.11,0.97,0.18,0.39,16.2,0,0,0,4.8,4.8,0.12,+2.2,+2.2,25,sct SCO,FW,it Serie A,28-219,1996,18.5,280,390,71.8,4237,783,3,1.8,2.4,+1.2,21,23,5,0,24,25,sct SCO,FW,it Serie A,28-219,1996,18.5,390,362,27,2,3,4,8,1,0,0,0,0,280,1,15,25,sct SCO,FW,it Serie A,28-219,1996,18.5,47,2.54,38,1,0,5,3,0,5,0.27,25,sct SCO,FW,it Serie A,28-219,1996,18.5,8,3,1,3,4,4,0.0,4,7,3,4,1,9,10,0,25,sct SCO,FW,it Serie A,28-219,1996,18.5,541,10,36,271,242,60,541,28,8,28.6,16,57.1,352,1486,539,17,14,4,43,21,415,98,31,sct SCO,FW,it Serie A,28-219,1996,24,1666,69,74.0,18.5,19,80,12,5,31,0,1.17,21,24,-3,-0.16,-0.01,16.3,23.4,-7.1,-0.39,25,sct SCO,FW,it Serie A,28-219,1996,18.5,1,0,0,15,25,16,8,1,3,0,0,0,38,25,42,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,26.0,1999,15,10,956,10.6,0,3,3,0,0,0,4,0,1.1,1.1,0.7,1.8,7,40,5,0.28,0.17,26,us USA,MF,eng Premier League,26-003,1999,10.6,0,5,1,20.0,0.47,0.09,0.00,0.00,17.2,0,0,0,1.1,1.1,0.21,-1.1,-1.1,26,us USA,MF,eng Premier League,26-003,1999,10.6,388,457,84.9,6218,1479,3,0.7,0.3,+2.3,10,30,1,0,40,26,us USA,MF,eng Premier League,26-003,1999,10.6,457,433,23,21,1,0,0,2,0,0,0,0,388,1,6,26,us USA,MF,eng Premier League,26-003,1999,10.6,21,1.98,17,0,0,0,0,4,4,0.38,26,us USA,MF,eng Premier League,26-003,1999,10.6,49,32,18,25,6,39,51.3,19,14,5,9,25,74,25,0,26,us USA,MF,eng Premier League,26-003,1999,10.6,609,27,159,343,113,9,609,9,2,22.2,5,55.6,293,1308,563,7,13,1,14,7,319,5,32,us USA,MF,eng Premier League,26-003,1999,15,956,64,42.5,10.6,10,85,7,5,22,1,1.87,27,15,+12,+1.13,+0.92,21.0,14.8,+6.2,+0.59,26,us USA,MF,eng Premier League,26-003,1999,10.6,4,0,0,22,10,0,0,25,32,0,1,0,47,15,9,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Junior Adamu,at AUT,FW,Freiburg,de Bundesliga,23.0,2001,16,11,955,10.6,2,1,3,2,0,0,3,1,4.0,4.0,1.4,5.4,5,6,51,0.28,0.51,27,at AUT,FW,de Bundesliga,23-256,2001,10.6,2,23,9,39.1,2.17,0.85,0.09,0.22,12.9,0,0,0,4.0,4.0,0.18,-2.0,-2.0,27,at AUT,FW,de Bundesliga,23-256,2001,10.6,127,200,63.5,1544,172,1,1.4,1.5,-0.4,13,4,3,0,6,27,at AUT,FW,de Bundesliga,23-256,2001,10.6,200,186,12,0,1,0,3,2,0,0,0,0,127,2,6,27,at AUT,FW,de Bundesliga,23-256,2001,10.6,22,2.07,16,0,1,2,3,0,3,0.28,27,at AUT,FW,de Bundesliga,23-256,2001,10.6,3,0,1,1,1,5,0.0,5,8,0,8,6,9,13,0,27,at AUT,FW,de Bundesliga,23-256,2001,10.6,327,13,35,160,136,43,327,15,8,53.3,7,46.7,160,651,243,5,3,3,32,13,214,51,33,at AUT,FW,de Bundesliga,23-256,2001,16,955,60,48.2,10.6,11,77,3,5,21,3,1.25,13,17,-4,-0.38,-0.11,15.0,10.2,+4.9,+0.46,27,at AUT,FW,de Bundesliga,23-256,2001,10.6,3,1,0,23,17,8,3,6,0,0,0,0,29,32,75,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
